net,length_um
clknet_leaf_201_clk,97.895µm
_05509_,97.74µm
net1380,97.725µm
clknet_leaf_232_clk,97.66µm
_05607_,97.62µm
net872,97.58µm
net864,97.46µm
net898,97.4µm
_00177_,97.325µm
net904,97.24µm
_00141_,96.865µm
_05540_,96.68µm
_00031_,96.605µm
fsm.tag_out1\[10\],96.385µm
clknet_leaf_164_clk,96.34µm
_05526_,96.19µm
fsm.valid1,96.16µm
net1040,96.12µm
_00127_,96.045µm
clknet_leaf_57_clk,96.04µm
net934,95.88µm
net1122,95.76µm
clknet_leaf_106_clk,95.76µm
net890,95.66µm
_05532_,95.58µm
net912,95.46µm
clknet_leaf_178_clk,95.46µm
clknet_leaf_93_clk,95.32µm
clknet_leaf_72_clk,95.26µm
_00118_,95.225µm
_05438_,95.06µm
clknet_leaf_25_clk,94.88µm
net1049,94.72µm
clknet_leaf_181_clk,94.72µm
net776,94.7µm
net932,94.66µm
clknet_leaf_193_clk,94.6µm
net1578,94.54µm
clknet_leaf_22_clk,94.54µm
net1052,94.42µm
net352,94.38µm
_05536_,94.34µm
clknet_leaf_17_clk,94.34µm
clknet_leaf_155_clk,94.34µm
net945,94.3µm
net716,94.27µm
net1030,94.26µm
_03213_,94.07µm
_05472_,93.98µm
net968,93.98µm
net1044,93.94µm
net728,93.72µm
clknet_leaf_242_clk,93.64µm
net894,93.52µm
_05456_,93.36µm
clknet_leaf_189_clk,93.275µm
net1014,93.24µm
clknet_leaf_66_clk,93.24µm
net856,93.12µm
_00109_,93.005µm
_00142_,92.965µm
_05452_,92.96µm
clknet_leaf_248_clk,92.9µm
net1085,92.72µm
clknet_leaf_176_clk,92.72µm
clknet_leaf_89_clk,92.59µm
_00058_,92.585µm
clknet_leaf_1_clk,92.54µm
clknet_leaf_53_clk,92.34µm
net998,92.32µm
clknet_leaf_259_clk,92.28µm
net1042,92.1µm
_00049_,92.045µm
net1027,92.04µm
_05403_,92.02µm
net1036,91.76µm
net8,91.7µm
clknet_leaf_188_clk,91.65µm
clknet_leaf_177_clk,91.64µm
clknet_leaf_200_clk,91.64µm
net778,91.56µm
net746,91.3µm
_03156_,91.28µm
net734,91.28µm
net726,91.115µm
net1076,90.96µm
net1482,90.9µm
clknet_leaf_163_clk,90.54µm
_05358_,90.44µm
net1021,90.44µm
net1064,90.4µm
net902,90.26µm
_00119_,90.2µm
clknet_leaf_229_clk,90.2µm
_00044_,90.175µm
_00133_,90.165µm
net729,90.14µm
_05371_,90.12µm
net990,89.995µm
_00035_,89.805µm
clknet_leaf_99_clk,89.8µm
clknet_leaf_10_clk,89.78µm
net982,89.76µm
net967,89.4µm
fsm.tag_out1\[13\],89.27µm
_05546_,89.2µm
_03478_,89.15µm
net1084,89.1µm
net21,89.06µm
net713,89.04µm
net1002,88.86µm
_03131_,88.74µm
fsm.tag_out0\[22\],88.735µm
net736,88.66µm
net1089,88.58µm
net1051,88.52µm
net1475,88.52µm
net1020,88.48µm
clknet_leaf_100_clk,88.4µm
net814,88.28µm
net911,88.26µm
net957,88.26µm
clknet_leaf_169_clk,88.24µm
clknet_leaf_165_clk,88.18µm
net1657,87.91µm
net918,87.88µm
_05362_,87.84µm
clknet_leaf_147_clk,87.72µm
net979,87.7µm
net1074,87.7µm
clknet_leaf_119_clk,87.66µm
_00176_,87.6µm
net936,87.57µm
clknet_leaf_63_clk,87.56µm
net259,87.46µm
net756,87.28µm
clknet_leaf_74_clk,87.22µm
net995,87.06µm
_00114_,86.985µm
_05508_,86.88µm
_05530_,86.88µm
net811,86.8µm
clknet_leaf_185_clk,86.7µm
clknet_leaf_231_clk,86.66µm
net1469,86.645µm
net942,86.6µm
_05360_,86.58µm
net1062,86.46µm
net1094,86.33µm
clknet_leaf_136_clk,86.3µm
_00112_,86.245µm
net699,86.2µm
net986,86.08µm
_05428_,86.02µm
clknet_leaf_50_clk,85.92µm
_05359_,85.905µm
clknet_leaf_102_clk,85.65µm
net976,85.6µm
net1092,85.6µm
net896,85.56µm
net763,85.52µm
clknet_leaf_115_clk,85.52µm
net740,85.4µm
net744,85.38µm
net753,85.33µm
clknet_leaf_170_clk,85.28µm
clknet_leaf_172_clk,85.24µm
net1012,85.18µm
_05381_,85µm
clknet_leaf_75_clk,84.98µm
net1022,84.96µm
_03129_,84.94µm
_00107_,84.805µm
clknet_leaf_3_clk,84.68µm
clknet_leaf_38_clk,84.6µm
clknet_leaf_203_clk,84.6µm
net1286,84.56µm
fsm.lru_out,84.54µm
net1038,84.5µm
net1086,84.37µm
net988,84.34µm
_00057_,84.265µm
net771,84.22µm
clknet_leaf_111_clk,84.16µm
_05353_,84.14µm
clknet_leaf_60_clk,84.02µm
clknet_leaf_2_clk,84µm
net1060,83.97µm
_05484_,83.94µm
_00091_,83.92µm
net854,83.88µm
net966,83.86µm
net884,83.74µm
clknet_leaf_204_clk,83.72µm
net944,83.555µm
net1005,83.54µm
_05454_,83.5µm
clknet_leaf_184_clk,83.44µm
fsm.tag_out1\[23\],83.41µm
net980,83.38µm
net724,83.28µm
clknet_leaf_69_clk,83.12µm
net1032,82.82µm
clknet_leaf_16_clk,82.72µm
net950,82.7µm
clknet_leaf_121_clk,82.68µm
net790,82.64µm
net939,82.62µm
net1110,82.6µm
net1015,82.34µm
dirty_way0,82.26µm
net963,82.14µm
net758,82.12µm
net1068,82.04µm
clknet_leaf_92_clk,81.92µm
clknet_leaf_174_clk,81.74µm
net791,81.7µm
net1078,81.62µm
_05458_,81.54µm
_05545_,81.52µm
net858,81.52µm
clknet_leaf_129_clk,81.5µm
_05420_,81.48µm
net1090,81.44µm
_00011_,81.435µm
clknet_leaf_124_clk,81.42µm
net1161,81.4µm
clknet_leaf_202_clk,81.32µm
net977,81.3µm
net770,81.24µm
_05518_,81.2µm
net701,81.18µm
net971,81.04µm
fsm.tag_out1\[7\],80.99µm
net937,80.94µm
_05441_,80.88µm
_05442_,80.86µm
clknet_leaf_51_clk,80.76µm
net1070,80.72µm
net994,80.7µm
_00014_,80.56µm
net892,80.56µm
_00010_,80.54µm
net1008,80.48µm
net1072,80.46µm
net1098,80.415µm
net1646,80.36µm
_00110_,80.085µm
clknet_leaf_227_clk,80.08µm
net855,80.03µm
net924,80.02µm
net972,80µm
net956,79.92µm
net788,79.88µm
fsm.tag_out0\[6\],79.82µm
net929,79.78µm
net1082,79.7µm
_05436_,79.66µm
net1026,79.65µm
net1104,79.55µm
clknet_leaf_140_clk,79.515µm
net703,79.4µm
net874,79.34µm
net710,79.33µm
net862,79.24µm
net1004,79.22µm
net866,79.18µm
net764,79.1µm
_05444_,79.04µm
net1071,78.92µm
clknet_leaf_110_clk,78.88µm
clknet_leaf_56_clk,78.8µm
net700,78.62µm
clknet_leaf_34_clk,78.6µm
net1048,78.58µm
net860,78.54µm
net1056,78.49µm
_05522_,78.45µm
_05474_,78.44µm
net878,78.34µm
net868,78.3µm
clknet_leaf_187_clk,78.28µm
net1067,78.2µm
net1091,78.2µm
clknet_leaf_244_clk,78.2µm
net786,78.12µm
net845,78.11µm
net1105,78.04µm
clknet_leaf_222_clk,77.96µm
net754,77.76µm
_00172_,77.745µm
clknet_leaf_29_clk,77.74µm
net775,77.72µm
net1006,77.72µm
net718,77.58µm
net1096,77.58µm
net712,77.57µm
net961,77.56µm
net773,77.54µm
net1066,77.49µm
_00083_,77.475µm
_00067_,77.405µm
net869,77.34µm
fsm.tag_out0\[1\],77.275µm
net996,77.24µm
net745,77.18µm
fsm.tag_out1\[19\],77.12µm
net1054,77.04µm
net875,76.96µm
net1058,76.94µm
net762,76.92µm
clknet_leaf_128_clk,76.86µm
_00137_,76.76µm
net1080,76.68µm
net880,76.64µm
_03247_,76.6µm
net908,76.6µm
net962,76.48µm
_05504_,76.42µm
net821,76.42µm
net694,76.3µm
clknet_leaf_264_clk,76.22µm
net156,76.1µm
net238,76.1µm
net730,76.085µm
net1047,76µm
clknet_leaf_78_clk,76µm
clknet_leaf_253_clk,75.99µm
clknet_leaf_133_clk,75.855µm
fsm.tag_out0\[14\],75.76µm
net772,75.74µm
_05448_,75.7µm
net768,75.7µm
fsm.tag_out0\[3\],75.69µm
net970,75.54µm
net959,75.46µm
_05519_,75.44µm
net930,75.315µm
_00116_,75.285µm
net1102,75.26µm
net11,75.23µm
net760,75.15µm
net742,75.1µm
clknet_leaf_196_clk,74.98µm
net702,74.96µm
_05538_,74.9µm
clknet_leaf_223_clk,74.88µm
_00056_,74.815µm
_00079_,74.785µm
net984,74.76µm
net1065,74.7µm
clknet_leaf_235_clk,74.695µm
clknet_leaf_107_clk,74.52µm
net952,74.5µm
clknet_leaf_18_clk,74.38µm
_00012_,74.24µm
net750,74.22µm
net720,74.16µm
clknet_leaf_262_clk,74.135µm
clknet_leaf_210_clk,74.12µm
net1009,74.08µm
_00115_,73.965µm
_05443_,73.78µm
net965,73.74µm
net926,73.68µm
net1083,73.68µm
clknet_leaf_142_clk,73.52µm
net706,73.48µm
net876,73.48µm
clknet_leaf_32_clk,73.38µm
net948,73.345µm
clknet_leaf_218_clk,73.2µm
net909,73.18µm
net1046,73.12µm
net782,73µm
clknet_leaf_270_clk,73µm
_03124_,72.8µm
fsm.tag_out0\[10\],72.625µm
_03125_,72.54µm
clknet_leaf_245_clk,72.54µm
net928,72.4µm
clknet_leaf_132_clk,72.38µm
net1081,72.28µm
net954,72.26µm
net992,72.25µm
net997,72.22µm
_00100_,72.205µm
net698,72.195µm
net749,72.04µm
net708,71.98µm
_00163_,71.925µm
net1028,71.9µm
clknet_leaf_135_clk,71.66µm
net774,71.56µm
net1163,71.56µm
clknet_leaf_21_clk,71.56µm
clknet_leaf_238_clk,71.54µm
net900,71.46µm
_00069_,71.345µm
net920,71.26µm
_05473_,71.2µm
clknet_leaf_225_clk,71.15µm
net695,71.08µm
net1647,71.02µm
clknet_4_4_0_clk,71.02µm
clknet_leaf_148_clk,70.98µm
clknet_leaf_26_clk,70.94µm
_05480_,70.9µm
net1016,70.9µm
fsm.tag_out1\[9\],70.88µm
fsm.tag_out0\[12\],70.78µm
_00146_,70.725µm
net714,70.7µm
net940,70.66µm
clknet_4_15_0_clk,70.46µm
_00023_,70.405µm
net989,70.32µm
clknet_leaf_82_clk,70.32µm
net711,70.12µm
_05510_,70.06µm
clknet_leaf_137_clk,70µm
_05498_,69.98µm
clknet_leaf_13_clk,69.74µm
clknet_4_9_0_clk,69.66µm
clknet_4_13_0_clk,69.54µm
net964,69.5µm
clknet_leaf_216_clk,69.3µm
clknet_leaf_43_clk,69.22µm
net1024,69.18µm
clknet_leaf_0_clk,69.14µm
net1007,69.08µm
net751,69µm
net780,68.86µm
net777,68.76µm
net1108,68.62µm
clknet_leaf_96_clk,68.6µm
net915,68.36µm
net807,68.305µm
net1010,68.22µm
net978,68.2µm
net960,68.14µm
_00034_,68.105µm
net1571,68.1µm
clknet_leaf_104_clk,68.1µm
_00038_,67.905µm
_03128_,67.64µm
clknet_leaf_159_clk,67.64µm
_05468_,67.48µm
clknet_leaf_199_clk,67.48µm
_00047_,67.385µm
_05260_,67.36µm
_00029_,67.3µm
_03123_,67.2µm
clknet_4_8_0_clk,67.08µm
clknet_leaf_266_clk,67.04µm
fsm.tag_out0\[20\],67.03µm
net1050,66.94µm
net253,66.76µm
net1106,66.68µm
clknet_4_3_0_clk,66.4µm
_05355_,66.34µm
clknet_4_14_0_clk,66.3µm
_00155_,66.105µm
_05401_,66.04µm
clknet_leaf_58_clk,65.94µm
clknet_leaf_98_clk,65.86µm
clknet_leaf_162_clk,65.6µm
clknet_leaf_208_clk,65.6µm
clknet_leaf_9_clk,65.46µm
_05364_,65.34µm
_03203_,65.26µm
net731,65.25µm
clknet_leaf_37_clk,65.2µm
_05414_,65.18µm
net857,65.13µm
clknet_leaf_42_clk,65µm
fsm.tag_out1\[11\],64.96µm
clknet_leaf_156_clk,64.92µm
_00117_,64.885µm
net1003,64.74µm
net899,64.66µm
clknet_leaf_198_clk,64.64µm
clknet_4_5_0_clk,64.6µm
clknet_4_6_0_clk,64.58µm
net1109,64.56µm
clknet_4_1_0_clk,64.48µm
clknet_4_10_0_clk,64.44µm
net914,64.34µm
clknet_leaf_83_clk,63.86µm
net164,63.74µm
_00053_,63.725µm
net859,63.685µm
net823,63.63µm
_00070_,63.58µm
clknet_4_2_0_clk,63.56µm
_03519_,63.26µm
net897,63.06µm
clknet_leaf_151_clk,63.05µm
clknet_leaf_81_clk,63.04µm
clknet_leaf_146_clk,62.9µm
net907,62.84µm
net820,62.82µm
clknet_leaf_62_clk,62.795µm
net1059,62.62µm
clknet_leaf_23_clk,62.6µm
net769,62.52µm
clknet_leaf_269_clk,62.52µm
net813,62.38µm
net1025,62.32µm
_00025_,62.305µm
clknet_4_11_0_clk,62.22µm
net1033,62.095µm
net917,62.08µm
net1019,62.08µm
clknet_leaf_6_clk,62.08µm
net955,61.78µm
net154,61.77µm
net715,61.74µm
clknet_4_0_0_clk,61.64µm
net921,61.6µm
net1088,61.48µm
net725,61.38µm
_00017_,61.375µm
clknet_leaf_217_clk,61.33µm
clknet_leaf_183_clk,61.32µm
clknet_leaf_180_clk,61.22µm
_03333_,61.19µm
net946,61.16µm
_03509_,61.1µm
clknet_4_12_0_clk,61.09µm
net353,61.08µm
clknet_leaf_112_clk,60.82µm
net114,60.63µm
_05512_,60.58µm
net723,60.45µm
clknet_leaf_76_clk,60.36µm
_00179_,60.165µm
clknet_leaf_113_clk,59.78µm
fsm.tag_out1\[21\],59.64µm
_00030_,59.615µm
_03526_,59.44µm
net1075,59.42µm
_03511_,59.36µm
net785,59.26µm
net983,59.16µm
net941,59.1µm
clknet_leaf_265_clk,59.08µm
clknet_leaf_197_clk,59.02µm
net935,58.92µm
clknet_leaf_220_clk,58.9µm
_00060_,58.78µm
_00008_,58.655µm
clknet_leaf_116_clk,58.48µm
net1039,58.44µm
net1103,58.32µm
clknet_leaf_79_clk,58.32µm
net891,58.16µm
_00128_,57.965µm
clknet_leaf_237_clk,57.86µm
clknet_leaf_90_clk,57.64µm
_05503_,57.48µm
clknet_leaf_101_clk,57.4µm
clknet_4_7_0_clk,57.4µm
net1093,57.24µm
net1099,57.24µm
net747,56.92µm
fsm.tag_out0\[17\],56.88µm
net923,56.65µm
clknet_leaf_59_clk,56.615µm
_05533_,56.44µm
net999,56.34µm
_03180_,56.17µm
net783,56.11µm
clknet_leaf_64_clk,55.98µm
clknet_leaf_209_clk,55.94µm
net792,55.58µm
clknet_leaf_139_clk,55.52µm
clknet_leaf_173_clk,55.46µm
net987,55.42µm
net755,55.18µm
_00120_,55.12µm
_03126_,55.1µm
fsm.tag_out1\[12\],55.08µm
net1035,54.935µm
net1017,54.74µm
clknet_leaf_243_clk,54.72µm
_05415_,54.58µm
net1055,54.44µm
net709,54.42µm
net905,54.38µm
net969,54.34µm
net1107,54.3µm
net895,54.06µm
net879,54.04µm
fsm.tag_out0\[18\],54µm
net1061,53.98µm
net877,53.87µm
_03527_,53.76µm
clknet_leaf_236_clk,53.72µm
_00037_,53.34µm
net743,53.34µm
_03135_,53.28µm
net985,53.24µm
net7,53.21µm
clknet_leaf_205_clk,53.14µm
_03277_,52.955µm
net739,52.7µm
_03518_,52.62µm
fsm.tag_out1\[0\],52.52µm
clknet_leaf_255_clk,52.48µm
clknet_leaf_138_clk,52.2µm
clknet_leaf_80_clk,52.18µm
net1043,52.14µm
clknet_leaf_125_clk,51.92µm
net931,51.72µm
_00062_,51.645µm
clknet_leaf_186_clk,51.62µm
_00138_,51.585µm
net1069,51.56µm
clknet_leaf_86_clk,51.5µm
clknet_leaf_233_clk,51.48µm
net239,51.24µm
net885,51.24µm
_03285_,51.2µm
net1001,51.2µm
clknet_leaf_263_clk,51.16µm
net765,51.06µm
_00129_,50.995µm
net981,50.62µm
clknet_leaf_44_clk,50.62µm
clknet_leaf_250_clk,50.58µm
_00140_,50.385µm
clknet_leaf_219_clk,50.32µm
net33,50.02µm
net1095,50.02µm
net925,49.98µm
_03791_,49.8µm
fsm.tag_out1\[2\],49.78µm
net991,49.7µm
net975,49.68µm
_04270_,49.42µm
clknet_leaf_95_clk,49.4µm
_00055_,49.295µm
net1111,49.24µm
net889,49.14µm
net865,49µm
clknet_leaf_7_clk,48.98µm
net903,48.88µm
clknet_leaf_27_clk,48.82µm
net881,48.78µm
_05463_,48.5µm
_00153_,48.42µm
_03581_,48.32µm
fsm.tag_out0\[23\],48.26µm
_03631_,48.18µm
_03769_,48.14µm
_05608_,48.06µm
clknet_leaf_252_clk,48.02µm
clknet_leaf_152_clk,47.98µm
net727,47.96µm
net873,47.96µm
net267,47.64µm
_05582_,47.38µm
net1063,47.3µm
_03681_,47.18µm
net741,46.96µm
_03150_,46.86µm
clknet_leaf_126_clk,46.86µm
fsm.tag_out1\[4\],46.66µm
_05589_,46.48µm
net863,46.42µm
net794,46.34µm
net1045,46.27µm
_05040_,46.16µm
_00149_,45.92µm
net237,45.9µm
net733,45.74µm
net16,45.71µm
clknet_leaf_154_clk,45.34µm
net1077,45.22µm
net951,44.98µm
net871,44.72µm
_03195_,44.685µm
net787,44.65µm
net231,44.58µm
net1013,44.5µm
net1057,44.36µm
_03179_,44.13µm
_00068_,44.045µm
net901,44.04µm
_00021_,44.025µm
net825,43.99µm
net913,43.94µm
net1053,43.9µm
net933,43.76µm
net927,43.72µm
_05585_,43.68µm
fsm.tag_out0\[7\],43.675µm
_00122_,43.545µm
_00082_,43.505µm
_03347_,43.28µm
_03727_,42.98µm
net707,42.96µm
_00152_,42.9µm
net1031,42.9µm
_03269_,42.8µm
fsm.tag_out1\[6\],42.68µm
_05576_,42.62µm
net887,42.62µm
_05586_,42.48µm
net767,42.47µm
_03507_,42.42µm
net761,41.92µm
net260,41.82µm
net973,41.82µm
clknet_leaf_117_clk,41.8µm
_00134_,41.28µm
net1037,41.22µm
_00033_,41.16µm
_03661_,40.8µm
net1041,40.52µm
net861,40.32µm
net244,40.3µm
_03158_,40.28µm
net993,40.24µm
_03243_,40.08µm
_05610_,39.78µm
_00048_,39.445µm
net827,39.42µm
clknet_leaf_190_clk,39.2µm
_05569_,39.18µm
_00050_,39.025µm
net1029,38.96µm
_03238_,38.92µm
_03279_,38.9µm
_03205_,38.89µm
net229,38.86µm
_03781_,38.82µm
_03169_,38.78µm
net1101,38.66µm
_00009_,38.645µm
net867,38.18µm
net943,38.12µm
_03185_,38.07µm
net1073,37.98µm
net826,37.86µm
net953,37.8µm
fsm.tag_out0\[0\],37.64µm
fsm.tag_out0\[16\],37.355µm
_03209_,37.345µm
_00150_,37.32µm
fsm.tag_out1\[3\],37.04µm
_03142_,37.02µm
_03701_,36.9µm
_03259_,36.78µm
_03601_,36.74µm
_05413_,36.74µm
_03296_,36.485µm
_00144_,36.44µm
_03689_,36.44µm
net949,36.42µm
_04330_,36.38µm
_00043_,36.345µm
_04491_,35.78µm
fsm.tag_out1\[20\],35.74µm
_00063_,35.6µm
data_array.data0\[14\]\[47\],35.58µm
net243,35.12µm
net248,35.12µm
_05579_,35.06µm
_03326_,35.02µm
_05021_,34.96µm
_03200_,34.9µm
fsm.tag_out0\[9\],34.9µm
net812,34.64µm
fsm.tag_out1\[14\],34.51µm
_05190_,34.32µm
_03196_,34.29µm
_04281_,34.22µm
fsm.tag_out0\[15\],34.12µm
net893,34.04µm
_03994_,33.96µm
_04731_,33.96µm
data_array.data1\[6\]\[61\],33.85µm
_05611_,33.8µm
_03184_,33.72µm
tag_array.dirty1\[5\],33.56µm
net919,33.38µm
_04811_,33.2µm
fsm.tag_out1\[15\],33.1µm
_00086_,33.065µm
_00124_,33.005µm
_03274_,32.91µm
_05573_,32.9µm
_03272_,32.86µm
_03174_,32.78µm
net1097,32.72µm
_00099_,32.385µm
_00095_,32.325µm
_03136_,32.28µm
fsm.tag_out0\[5\],32.26µm
_04809_,32.22µm
_03849_,32.1µm
_03751_,32.08µm
_03270_,32.06µm
_00054_,31.965µm
_04333_,31.78µm
_03575_,31.7µm
data_array.data1\[6\]\[12\],31.66µm
_03271_,31.48µm
_03721_,31.4µm
_03516_,30.86µm
_03621_,30.86µm
_05506_,30.82µm
_05210_,30.76µm
_00106_,30.745µm
_03172_,30.72µm
net100,30.7µm
data_array.data1\[2\]\[4\],30.5µm
_03280_,30.43µm
data_array.data0\[8\]\[23\],30.38µm
data_array.data0\[14\]\[24\],30.18µm
_00051_,30.045µm
_03965_,29.96µm
_00076_,29.84µm
net757,29.74µm
_00006_,29.425µm
_04249_,29.4µm
_03231_,29.36µm
_03248_,29.32µm
_03743_,29.22µm
_04206_,29.06µm
fsm.tag_out0\[19\],28.96µm
_00113_,28.925µm
_04627_,28.92µm
_03332_,28.88µm
_00005_,28.825µm
_03194_,28.8µm
_03869_,28.76µm
_04080_,28.72µm
data_array.data0\[14\]\[45\],28.72µm
fsm.tag_out1\[18\],28.485µm
_05341_,28.4µm
_03199_,28.38µm
_03210_,28.26µm
_03175_,28.14µm
_03551_,28.1µm
_05183_,28.02µm
data_array.data0\[4\]\[58\],28.02µm
_04242_,27.96µm
tag_array.tag0\[13\]\[10\],27.92µm
_04255_,27.88µm
_03741_,27.86µm
tag_array.tag1\[10\]\[14\],27.76µm
_05386_,27.7µm
_03771_,27.68µm
_05051_,27.68µm
_03591_,27.56µm
_05270_,27.56µm
_00098_,27.545µm
_03981_,27.52µm
_03237_,27.48µm
_03522_,27.44µm
net822,27.36µm
_04473_,27.34µm
_05100_,27.26µm
_03182_,27.24µm
clknet_leaf_131_clk,27.16µm
_03258_,27.14µm
_04570_,27.1µm
_04675_,27.1µm
_00108_,27.025µm
_04840_,27µm
data_array.data1\[14\]\[56\],26.98µm
fsm.tag_out0\[11\],26.98µm
tag_array.tag0\[14\]\[10\],26.92µm
_03541_,26.88µm
_04121_,26.88µm
_04520_,26.88µm
_03183_,26.74µm
_04220_,26.74µm
_03753_,26.7µm
_00027_,26.68µm
_03162_,26.66µm
_03742_,26.64µm
_03999_,26.62µm
tag_array.tag1\[5\]\[20\],26.6µm
_03961_,26.36µm
tag_array.tag1\[5\]\[24\],26.28µm
_04860_,26.2µm
_03589_,26.18µm
_04969_,26.16µm
data_array.data1\[1\]\[24\],26.14µm
_04740_,26.1µm
tag_array.tag0\[4\]\[24\],26.08µm
data_array.data0\[10\]\[1\],25.98µm
data_array.data0\[9\]\[7\],25.92µm
_00185_,25.88µm
_03754_,25.86µm
_04560_,25.76µm
data_array.data1\[9\]\[28\],25.76µm
data_array.data1\[7\]\[38\],25.755µm
_04130_,25.74µm
tag_array.tag0\[10\]\[19\],25.74µm
_05180_,25.72µm
_00286_,25.685µm
fsm.tag_out0\[21\],25.66µm
_03207_,25.64µm
_03571_,25.64µm
_00094_,25.565µm
_03284_,25.52µm
_04940_,25.52µm
_03703_,25.5µm
tag_array.tag0\[14\]\[19\],25.5µm
_05161_,25.4µm
data_array.data0\[2\]\[18\],25.26µm
_03208_,25.22µm
data_array.data1\[6\]\[63\],25.22µm
data_array.data1\[11\]\[22\],25.215µm
data_array.data0\[10\]\[3\],25.2µm
_05091_,25.18µm
tag_array.tag1\[9\]\[19\],25.16µm
_05361_,25.1µm
data_array.data0\[13\]\[28\],25.06µm
data_array.data1\[5\]\[12\],24.9µm
_05590_,24.83µm
_04933_,24.8µm
data_array.data1\[10\]\[22\],24.76µm
net235,24.7µm
net34,24.62µm
_03998_,24.6µm
_00090_,24.585µm
_00065_,24.58µm
_03847_,24.58µm
_04030_,24.58µm
_03663_,24.56µm
data_array.data0\[14\]\[53\],24.56µm
fsm.state\[5\],24.55µm
_05349_,24.48µm
tag_array.tag1\[14\]\[0\],24.48µm
net234,24.44µm
_03245_,24.42µm
data_array.data1\[3\]\[37\],24.415µm
_05265_,24.4µm
_04451_,24.38µm
_05563_,24.38µm
net218,24.38µm
_04245_,24.3µm
_05597_,24.3µm
data_array.data1\[10\]\[58\],24.3µm
_05465_,24.28µm
_04465_,24.26µm
_05311_,24.26µm
net242,24.26µm
data_array.data1\[5\]\[57\],24.22µm
_04531_,24.2µm
data_array.data1\[13\]\[39\],24.06µm
_03523_,24µm
data_array.data1\[8\]\[57\],24µm
_03140_,23.98µm
_04881_,23.94µm
_00093_,23.925µm
data_array.data1\[5\]\[61\],23.92µm
data_array.data0\[10\]\[38\],23.9µm
clknet_leaf_239_clk,23.9µm
_03155_,23.86µm
data_array.data0\[13\]\[24\],23.84µm
net12,23.84µm
_04438_,23.82µm
tag_array.tag1\[6\]\[19\],23.7µm
net136,23.7µm
data_array.data0\[13\]\[35\],23.58µm
_05250_,23.56µm
data_array.data0\[13\]\[45\],23.56µm
_03168_,23.54µm
_03891_,23.54µm
_04703_,23.52µm
_04895_,23.52µm
_05609_,23.46µm
tag_array.tag0\[9\]\[20\],23.44µm
_04280_,23.4µm
_04290_,23.38µm
tag_array.tag1\[10\]\[19\],23.38µm
_00089_,23.375µm
_04671_,23.36µm
data_array.data0\[6\]\[3\],23.3µm
_00046_,23.285µm
_05171_,23.26µm
data_array.data1\[14\]\[9\],23.24µm
net132,23.24µm
_05351_,23.16µm
tag_array.tag0\[4\]\[20\],23.16µm
_00147_,23.125µm
_05595_,23.06µm
_04400_,23µm
_03623_,22.92µm
_03730_,22.92µm
_03939_,22.92µm
_05317_,22.82µm
data_array.data0\[5\]\[39\],22.76µm
data_array.rdata1\[15\],22.76µm
tag_array.tag1\[7\]\[23\],22.685µm
data_array.data1\[9\]\[41\],22.66µm
_05561_,22.6µm
_05189_,22.58µm
_04265_,22.56µm
_04237_,22.52µm
_04266_,22.52µm
net327,22.5µm
_04065_,22.46µm
_05299_,22.46µm
tag_array.tag1\[14\]\[3\],22.44µm
net103,22.4µm
net102,22.34µm
tag_array.dirty0\[4\],22.32µm
_04355_,22.28µm
